NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
DEBAT,Jean-François,M.,SOC,Socialiste,23953,"  46,34","  27,65",non,00101,46.34,27.65
BRETON,Xavier,M.,UMP,Union pour un Mouvement Populaire,27739,"  53,66","  32,02",oui,00101,53.66,32.02
BLANC,Etienne,M.,UMP,Union pour un Mouvement Populaire,26378,"  60,20","  30,42",oui,00103,60.2,30.42
RIGAUD,Françoise,Mme,SOC,Socialiste,17438,"  39,80","  20,11",non,00103,39.8,20.11
DOSIERE,René,M.,DVG,Divers gauche,24499,"  56,28","  33,85",oui,00201,56.28,33.85
BLANCHARD-DOUCHAIN,Gaëdic,Mme,UMP,Union pour un Mouvement Populaire,19028,"  43,72","  26,29",non,00201,43.72,26.29
BALLIGAND,Jean-Pierre,M.,SOC,Socialiste,24383,"  53,31","  33,76",oui,00203,53.31,33.76
MEURA,Frédéric,M.,UMP,Union pour un Mouvement Populaire,21354,"  46,69","  29,56",non,00203,46.69,29.56
THUIN-MACHEREZ,Brigitte,Mme,UMP,Union pour un Mouvement Populaire,20633,"  45,42","  26,03",non,00204,45.42,26.03
DESALLANGRE,Jacques,M.,DVG,Divers gauche,24792,"  54,58","  31,28",oui,00204,54.58,31.28
JOURDAIN,Dominique,M.,SOC,Socialiste,21471,"  46,04","  26,83",non,00205,46.04,26.83
VASSEUR,Isabelle,Mme,UMP,Union pour un Mouvement Populaire,25167,"  53,96","  31,45",oui,00205,53.96,31.45
PERISSOL,Pierre-André,M.,UMP,Union pour un Mouvement Populaire,17285,"  45,47","  29,64",non,00301,45.47,29.64
CHAMBEFORT,Guy,M.,DVG,Divers gauche,20725,"  54,53","  35,55",oui,00301,54.53,35.55
DUGLERY,Daniel,M.,UMP,Union pour un Mouvement Populaire,20160,"  46,41","  30,37",non,00302,46.41,30.37
LESTERLIN,Bernard,M.,SOC,Socialiste,23278,"  53,59","  35,07",oui,00302,53.59,35.07
SIMON,Yves,M.,UMP,Union pour un Mouvement Populaire,22822,"  49,20","  32,26",non,00303,49.2,32.26
MALLOT,Jean,M.,SOC,Socialiste,23560,"  50,80","  33,30",oui,00303,50.8,33.3
MALHURET,Claude,M.,UMP,Union pour un Mouvement Populaire,18499,"  43,46","  28,52",non,00304,43.46,28.52
CHARASSE,Gérard,M.,RDG,Radical de gauche,24066,"  56,54","  37,11",oui,00304,56.54,37.11
BARREILLE,Eliane,Mme,UMP,Union pour un Mouvement Populaire,18938,"  47,67","  32,37",non,00401,47.67,32.37
BIANCO,Jean-Louis,M.,SOC,Socialiste,20791,"  52,33","  35,54",oui,00401,52.33,35.54
SPAGNOU,Daniel,M.,UMP,Union pour un Mouvement Populaire,20905,"  53,96","  34,34",oui,00402,53.96,34.34
CASTANER,Christophe,M.,SOC,Socialiste,17840,"  46,04","  29,31",non,00402,46.04,29.31
MARTINEZ,Henriette,Mme,UMP,Union pour un Mouvement Populaire,18621,"  51,77","  32,29",oui,00501,51.77,32.29
BERGER,Karine,Mme,SOC,Socialiste,17345,"  48,23","  30,07",non,00501,48.23,30.07
GIRAUD,Joël,M.,RDG,Radical de gauche,17184,"  54,82","  37,48",oui,00502,54.82,37.48
BAYROU,Alain,M.,UMP,Union pour un Mouvement Populaire,14163,"  45,18","  30,89",non,00502,45.18,30.89
ALLEMAND,Patrick,M.,SOC,Socialiste,11780,"  39,08","  20,20",non,00601,39.08,20.2
CIOTTI,Eric,M.,UMP,Union pour un Mouvement Populaire,18365,"  60,92","  31,50",oui,00601,60.92,31.5
BROCHAND,Bernard,M.,UMP,Union pour un Mouvement Populaire,18299,"  54,97","  27,03",oui,00608,54.97,27.03
LEROY,Henri,M.,DVD,Divers droite,14993,"  45,03","  22,14",non,00608,45.03,22.14
TERRASSE,Pascal,M.,SOC,Socialiste,28639,"  61,67","  38,83",oui,00701,61.67,38.83
COTTA,Rachel,Mme,UMP,Union pour un Mouvement Populaire,17803,"  38,33","  24,13",non,00701,38.33,24.13
DUSSOPT,Olivier,M.,SOC,Socialiste,29096,"  53,71","  32,72",oui,00702,53.71,32.72
WEBER,Gérard,M.,UMP,Union pour un Mouvement Populaire,25073,"  46,29","  28,19",non,00702,46.29,28.19
FLORY,Jean-Claude,M.,UMP,Union pour un Mouvement Populaire,26082,"  55,59","  35,58",oui,00703,55.59,35.58
LOUIS,Véronique,Mme,SOC,Socialiste,20836,"  44,41","  28,42",non,00703,44.41,28.42
POLETTI,Bérengère,Mme,UMP,Union pour un Mouvement Populaire,24808,"  59,52","  33,76",oui,00801,59.52,33.76
LEDOUX,Claudine,Mme,SOC,Socialiste,16870,"  40,48","  22,96",non,00801,40.48,22.96
RAVIGNON,Boris,M.,UMP,Union pour un Mouvement Populaire,19192,"  48,52","  28,97",non,00802,48.52,28.97
VUILQUE,Philippe,M.,SOC,Socialiste,20363,"  51,48","  30,74",oui,00802,51.48,30.74
MASSAT,Frédérique,Mme,SOC,Socialiste,22236,"  65,91","  39,68",oui,00901,65.91,39.68
ROUGE,Jacqueline,Mme,UMP,Union pour un Mouvement Populaire,11500,"  34,09","  20,52",non,00901,34.09,20.52
NAYROU,Henri,M.,SOC,Socialiste,22692,"  61,05","  38,96",oui,00902,61.05,38.96
CALLEJA,Philippe,M.,UMP,Union pour un Mouvement Populaire,14477,"  38,95","  24,86",non,00902,38.95,24.86
DHUICQ,Nicolas,M.,UMP,Union pour un Mouvement Populaire,19707,"  60,64","  33,94",oui,01001,60.64,33.94
BRET,Line,Mme,SOC,Socialiste,12793,"  39,36","  22,03",non,01001,39.36,22.03
MATHIS,Jean-Claude,M.,UMP,Union pour un Mouvement Populaire,25032,"  65,26","  34,11",oui,01002,65.26,34.11
AYADI,Saliha,Mme,RDG,Radical de gauche,13324,"  34,74","  18,16",non,01002,34.74,18.16
CHESA,Isabelle,Mme,UMP,Union pour un Mouvement Populaire,21135,"  45,53","  30,11",non,01101,45.53,30.11
PEREZ,Jean-Claude,M.,SOC,Socialiste,25290,"  54,47","  36,03",oui,01101,54.47,36.03
BASCOU,Jacques,M.,SOC,Socialiste,38701,"  53,65","  35,04",oui,01102,53.65,35.04
PY,Michel,M.,UMP,Union pour un Mouvement Populaire,33432,"  46,35","  30,27",non,01102,46.35,30.27
DUPRE,Jean-Paul,M.,SOC,Socialiste,28728,"  58,38","  38,72",oui,01103,58.38,38.72
SALVIGNOL,Jean,M.,UMP,Union pour un Mouvement Populaire,20479,"  41,62","  27,60",non,01103,41.62,27.6
TEYSSEDRE,Christian,M.,SOC,Socialiste,22846,"  46,69","  30,62",non,01201,46.69,30.62
CENSI,Yves,M.,UMP,Union pour un Mouvement Populaire,26085,"  53,31","  34,96",oui,01201,53.31,34.96
ROQUES,Serge,M.,UMP,Union pour un Mouvement Populaire,23554,"  49,39","  32,84",non,01202,49.39,32.84
MARCEL,Marie-Lou,Mme,SOC,Socialiste,24139,"  50,61","  33,66",oui,01202,50.61,33.66
MARC,Alain,M.,UMP,Union pour un Mouvement Populaire,27350,"  57,67","  37,92",oui,01203,57.67,37.92
MARRE,Béatrice,Mme,SOC,Socialiste,20071,"  42,33","  27,83",non,01203,42.33,27.83
CARLOTTI,Marie-Arlette,Mme,SOC,Socialiste,14107,"  43,04","  23,36",non,01301,43.04,23.36
BLUM,Roland,M.,UMP,Union pour un Mouvement Populaire,18668,"  56,96","  30,92",oui,01301,56.96,30.92
MENNUCCI,Patrick,M.,SOC,Socialiste,12300,"  49,50","  26,36",non,01303,49.5,26.36
ROATTA,Jean,M.,UMP,Union pour un Mouvement Populaire,12548,"  50,50","  26,89",oui,01303,50.5,26.89
JIBRAYEL,Henri,M.,SOC,Socialiste,13224,"  57,41","  27,52",oui,01304,57.41,27.52
SUSINI,Bernard,M.,UMP,Union pour un Mouvement Populaire,9812,"  42,59","  20,42",non,01304,42.59,20.42
MUSELIER,Renaud,M.,UMP,Union pour un Mouvement Populaire,15098,"  53,32","  27,86",oui,01305,53.32,27.86
ROUZAUD,Antoine,M.,RDG,Radical de gauche,13220,"  46,68","  24,39",non,01305,46.68,24.39
ANDRIEUX,Sylvie,Mme,SOC,Socialiste,14874,"  57,79","  28,58",oui,01307,57.79,28.58
REMADNIA PREZIOSI,Nora,Mme,UMP,Union pour un Mouvement Populaire,10866,"  42,21","  20,88",non,01307,42.21,20.88
MASSE,Christophe,M.,SOC,Socialiste,20676,"  49,76","  27,89",non,01308,49.76,27.89
BOYER,Valérie,Mme,UMP,Union pour un Mouvement Populaire,20872,"  50,24","  28,15",oui,01308,50.24,28.15
MEI,Roger,M.,COM,Communiste,29900,"  42,88","  24,15",non,01310,42.88,24.15
MALLIE,Richard,M.,UMP,Union pour un Mouvement Populaire,39837,"  57,12","  32,18",oui,01310,57.12,32.18
LENFANT,Gaëlle,Mme,SOC,Socialiste,21211,"  38,59","  21,18",non,01311,38.59,21.18
KERT,Christian,M.,UMP,Union pour un Mouvement Populaire,33751,"  61,41","  33,70",oui,01311,61.41,33.7
ARAGNEAU,Alain,M.,UMP,Union pour un Mouvement Populaire,22962,"  43,97","  25,65",non,01313,43.97,25.65
VAXES,Michel,M.,COM,Communiste,29260,"  56,03","  32,68",oui,01313,56.03,32.68
JOISSAINS MASINI,Maryse,Mme,UMP,Union pour un Mouvement Populaire,31430,"  54,87","  30,84",oui,01314,54.87,30.84
MEDVEDOWSKY,Alexandre,M.,SOC,Socialiste,25853,"  45,13","  25,36",non,01314,45.13,25.36
VACHET,Léon,M.,UMP,Union pour un Mouvement Populaire,16671,"  38,35","  16,65",non,01315,38.35,16.65
REYNES,Bernard,M.,DVD,Divers droite,26794,"  61,65","  26,77",oui,01315,61.65,26.77
CHASSAIN,Roland,M.,UMP,Union pour un Mouvement Populaire,24923,"  47,68","  29,45",non,01316,47.68,29.45
VAUZELLE,Michel,M.,SOC,Socialiste,27352,"  52,32","  32,32",oui,01316,52.32,32.32
LE BRETHON,Brigitte,Mme,UMP,Union pour un Mouvement Populaire,20589,"  45,83","  28,99",non,01401,45.83,28.99
DURON,Philippe,M.,SOC,Socialiste,24336,"  54,17","  34,27",oui,01401,54.17,34.27
DUMONT,Laurence,Mme,SOC,Socialiste,22403,"  54,62","  33,20",oui,01402,54.62,33.2
THOMAS,Rodolphe,M.,MAJ,Majorité présidentielle,18616,"  45,38","  27,58",non,01402,45.38,27.58
VALTER,Clotilde,Mme,SOC,Socialiste,20197,"  47,16","  27,16",non,01403,47.16,27.16
LETEURTRE,Claude,M.,MAJ,Majorité présidentielle,22633,"  52,84","  30,44",oui,01403,52.84,30.44
LEFRANC,Jean-Marc,M.,UMP,Union pour un Mouvement Populaire,33842,"  55,69","  33,37",oui,01405,55.69,33.37
LE MOAL,Nathalie,Mme,SOC,Socialiste,26931,"  44,31","  26,55",non,01405,44.31,26.55
COUSIN,Jean-Yves,M.,UMP,Union pour un Mouvement Populaire,30064,"  54,83","  33,88",oui,01406,54.83,33.88
TOURRET,Alain,M.,RDG,Radical de gauche,24771,"  45,17","  27,92",non,01406,45.17,27.92
MARKARIAN,Jacques,M.,SOC,Socialiste,17774,"  44,04","  27,44",non,01501,44.04,27.44
DESCOEUR,Vincent,M.,UMP,Union pour un Mouvement Populaire,22584,"  55,96","  34,87",oui,01501,55.96,34.87
FAURY,Martine,Mme,UMP,Union pour un Mouvement Populaire,15935,"  41,26","  25,01",non,01601,41.26,25.01
VIOLLET,Jean-Claude,M.,SOC,Socialiste,22687,"  58,74","  35,60",oui,01601,58.74,35.6
REYNAUD,Marie-Line,Mme,SOC,Socialiste,19858,"  52,78","  31,78",oui,01602,52.78,31.78
MOUHOT,Jérôme,M.,UMP,Union pour un Mouvement Populaire,17767,"  47,22","  28,43",non,01602,47.22,28.43
LAMBERT,Jérôme,M.,SOC,Socialiste,27484,"  61,56","  39,75",oui,01603,61.56,39.75
FOMBARON,Caroline,Mme,UMP,Union pour un Mouvement Populaire,17163,"  38,44","  24,82",non,01603,38.44,24.82
MOTTET,Philippe,M.,UMP,Union pour un Mouvement Populaire,17345,"  42,97","  26,54",non,01604,42.97,26.54
PINVILLE,Martine,Mme,DVG,Divers gauche,23024,"  57,03","  35,23",oui,01604,57.03,35.23
MORVANT,Dominique,Mme,UMP,Union pour un Mouvement Populaire,26409,"  44,95","  27,37",non,01701,44.95,27.37
BONO,Maxime,M.,SOC,Socialiste,32345,"  55,05","  33,53",oui,01701,55.05,33.53
LEONARD,Jean-Louis,M.,UMP,Union pour un Mouvement Populaire,27321,"  50,20","  29,61",oui,01702,50.2,29.61
BONNIN,André,M.,SOC,Socialiste,27101,"  49,80","  29,37",non,01702,49.8,29.37
QUERE,Catherine,Mme,SOC,Socialiste,25501,"  52,02","  31,97",oui,01703,52.02,31.97
DE ROUX,Xavier,M.,UMP,Union pour un Mouvement Populaire,23522,"  47,98","  29,48",non,01703,47.98,29.48
FELIX,Irène,Mme,SOC,Socialiste,19070,"  44,08","  25,42",non,01801,44.08,25.42
FROMION,Yves,M.,UMP,Union pour un Mouvement Populaire,24193,"  55,92","  32,25",oui,01801,55.92,32.25
SANDRIER,Jean-Claude,M.,COM,Communiste,23318,"  57,37","  33,22",oui,01802,57.37,33.22
THOMAS-RICHARD,Franck,M.,UMP,Union pour un Mouvement Populaire,17324,"  42,63","  24,68",non,01802,42.63,24.68
GALUT,Yann,M.,SOC,Socialiste,26104,"  49,57","  29,84",non,01803,49.57,29.84
COSYNS,Louis,M.,UMP,Union pour un Mouvement Populaire,26559,"  50,43","  30,36",oui,01803,50.43,30.36
DECAIE,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,18760,"  39,70","  28,44",non,01901,39.7,28.44
HOLLANDE,François,M.,SOC,Socialiste,28494,"  60,30","  43,20",oui,01901,60.3,43.2
SOULIER,Frédéric,M.,UMP,Union pour un Mouvement Populaire,22251,"  49,06","  31,93",non,01902,49.06,31.93
NAUCHE,Philippe,M.,SOC,Socialiste,23106,"  50,94","  33,16",oui,01902,50.94,33.16
DUPONT,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,18562,"  50,13","  35,73",oui,01903,50.13,35.73
LECLERC,Martine,Mme,SOC,Socialiste,18464,"  49,87","  35,54",non,01903,49.87,35.54
RENUCCI,Simon,M.,DVG,Divers gauche,15922,"  54,26","  35,61",oui,02A01,54.26,35.61
CORTEY,Philippe,M.,UMP,Union pour un Mouvement Populaire,13424,"  45,74","  30,02",non,02A01,45.74,30.02
GANDOLFI-SCHEIT,Sauveur,M.,UMP,Union pour un Mouvement Populaire,18480,"  53,89","  35,84",oui,02B01,53.89,35.84
ZUCCARELLI,Emile,M.,RDG,Radical de gauche,15811,"  46,11","  30,67",non,02B01,46.11,30.67
GRIMALDI,Stéphanie,Mme,UMP,Union pour un Mouvement Populaire,21145,"  47,79","  35,02",non,02B02,47.79,35.02
GIACOBBI,Paul,M.,RDG,Radical de gauche,23100,"  52,21","  38,26",oui,02B02,52.21,38.26
DEPIERRE,Bernard,M.,UMP,Union pour un Mouvement Populaire,22393,"  55,44","  33,30",oui,02101,55.44,33.3
TENENBAUM,Françoise,Mme,SOC,Socialiste,18000,"  44,56","  26,77",non,02101,44.56,26.77
DELATTE,Rémi,M.,UMP,Union pour un Mouvement Populaire,22031,"  57,52","  34,15",oui,02102,57.52,34.15
POPARD,Colette,Mme,SOC,Socialiste,16269,"  42,48","  25,22",non,02102,42.48,25.22
BEAUDOUVI,Anne-Marie,Mme,UMP,Union pour un Mouvement Populaire,18646,"  46,74","  27,16",non,02103,46.74,27.16
DARCIAUX,Claude Anne,Mme,SOC,Socialiste,21250,"  53,26","  30,95",oui,02103,53.26,30.95
CADEC,Alain,M.,UMP,Union pour un Mouvement Populaire,23880,"  42,28","  26,98",non,02201,42.28,26.98
BOUSQUET,Danielle,Mme,SOC,Socialiste,32606,"  57,72","  36,85",oui,02201,57.72,36.85
GAUBERT,Jean,M.,SOC,Socialiste,34636,"  54,68","  37,91",oui,02202,54.68,37.91
VASPART,Michel,M.,UMP,Union pour un Mouvement Populaire,28705,"  45,32","  31,42",non,02202,45.32,31.42
LE FUR,Marc,M.,UMP,Union pour un Mouvement Populaire,30767,"  52,02","  35,95",oui,02203,52.02,35.95
CAURET,Loïc,M.,SOC,Socialiste,28382,"  47,98","  33,16",non,02203,47.98,33.16
BAGUE,Marie-Elisabeth,Mme,UMP,Union pour un Mouvement Populaire,19241,"  36,78","  24,08",non,02204,36.78,24.08
OGET,Marie-Renée,Mme,SOC,Socialiste,33068,"  63,22","  41,39",oui,02204,63.22,41.39
FURET,Marie-Dominique,Mme,UMP,Union pour un Mouvement Populaire,29994,"  43,92","  29,47",non,02205,43.92,29.47
ERHEL,Corinne,Mme,SOC,Socialiste,38294,"  56,08","  37,63",oui,02205,56.08,37.63
VERGNIER,Michel,M.,SOC,Socialiste,19432,"  60,52","  38,17",oui,02301,60.52,38.17
JAMMOT,Brigitte,Mme,UMP,Union pour un Mouvement Populaire,12675,"  39,48","  24,90",non,02301,39.48,24.9
SARRE,Georges,M.,DVG,Divers gauche,13920,"  42,98","  28,43",non,02302,42.98,28.43
AUCLAIR,Jean,M.,UMP,Union pour un Mouvement Populaire,18466,"  57,02","  37,72",oui,02302,57.02,37.72
DEGUILHEM,Pascal,M.,SOC,Socialiste,29674,"  58,96","  39,73",oui,02401,58.96,39.73
PEYRAT,Jérome,M.,UMP,Union pour un Mouvement Populaire,20652,"  41,04","  27,65",non,02401,41.04,27.65
LABARTHE,Cécile,Mme,SOC,Socialiste,24810,"  48,63","  31,34",non,02402,48.63,31.34
GARRIGUE,Daniel,M.,UMP,Union pour un Mouvement Populaire,26205,"  51,37","  33,10",oui,02402,51.37,33.1
DEBET,Michel,M.,SOC,Socialiste,27896,"  54,78","  39,60",oui,02403,54.78,39.6
LUCAS,Alain,M.,UMP,Union pour un Mouvement Populaire,23030,"  45,22","  32,70",non,02403,45.22,32.7
BOUSQUET,Dominique,M.,UMP,Union pour un Mouvement Populaire,24601,"  41,22","  28,71",non,02404,41.22,28.71
PEIRO,Germinal,M.,SOC,Socialiste,35075,"  58,78","  40,93",oui,02404,58.78,40.93
ROMAGNAN,Barbara,Mme,SOC,Socialiste,21548,"  49,86","  30,16",non,02501,49.86,30.16
BRANGET,Françoise,Mme,UMP,Union pour un Mouvement Populaire,21672,"  50,14","  30,33",oui,02501,50.14,30.33
GROSPERRIN,Jacques,M.,UMP,Union pour un Mouvement Populaire,24416,"  52,68","  32,39",oui,02502,52.68,32.39
DUFAY,Marie-Guite,Mme,SOC,Socialiste,21934,"  47,32","  29,09",non,02502,47.32,29.09
PARRENIN,Joseph,M.,SOC,Socialiste,18260,"  46,15","  27,61",non,02503,46.15,27.61
BONNOT,Marcel,M.,UMP,Union pour un Mouvement Populaire,21303,"  53,85","  32,21",oui,02503,53.85,32.21
THARIN,Irène,Mme,UMP,Union pour un Mouvement Populaire,19730,"  49,07","  29,20",non,02504,49.07,29.2
MOSCOVICI,Pierre,M.,SOC,Socialiste,20480,"  50,93","  30,31",oui,02504,50.93,30.31
NAKIB-COLOMB,Zabida,Mme,SOC,Socialiste,18295,"  44,54","  25,04",non,02601,44.54,25.04
LABAUNE,Patrick,M.,UMP,Union pour un Mouvement Populaire,22783,"  55,46","  31,18",oui,02601,55.46,31.18
REYNIER,Franck,M.,UMP,Union pour un Mouvement Populaire,25641,"  53,00","  31,07",oui,02602,53.0,31.07
REME-PIC,Anne-Marie,Mme,SOC,Socialiste,22739,"  47,00","  27,55",non,02602,47.0,27.55
MARITON,Hervé,M.,UMP,Union pour un Mouvement Populaire,33147,"  52,62","  33,80",oui,02603,52.62,33.8
GREGOIRE,Michel,M.,SOC,Socialiste,29851,"  47,38","  30,44",non,02603,47.38,30.44
BIANCHERI,Gabriel,M.,UMP,Union pour un Mouvement Populaire,28950,"  57,70","  33,81",oui,02604,57.7,33.81
COUTARD,Catherine,Mme,DVG,Divers gauche,21225,"  42,30","  24,78",non,02604,42.3,24.78
LE MAIRE,Bruno,M.,UMP,Union pour un Mouvement Populaire,26838,"  58,27","  32,20",oui,02701,58.27,32.2
MANSOURET,Anne,Mme,SOC,Socialiste,19218,"  41,73","  23,05",non,02701,41.73,23.05
RECOURS,Alfred,M.,SOC,Socialiste,20371,"  47,03","  27,27",non,02702,47.03,27.27
NICOLAS,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,22943,"  52,97","  30,71",oui,02702,52.97,30.71
MIQUEL,Françoise,Mme,UMP,Union pour un Mouvement Populaire,22637,"  46,49","  27,12",non,02704,46.49,27.12
LONCLE,François,M.,SOC,Socialiste,26050,"  53,51","  31,20",oui,02704,53.51,31.2
GILARD,Franck,M.,UMP,Union pour un Mouvement Populaire,26957,"  56,18","  31,71",oui,02705,56.18,31.71
PICARD,Catherine,Mme,SOC,Socialiste,21024,"  43,82","  24,73",non,02705,43.82,24.73
GORGES,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,23556,"  50,06","  27,61",oui,02801,50.06,27.61
VALLET,Françoise,Mme,SOC,Socialiste,23497,"  49,94","  27,54",non,02801,49.94,27.54
HESSEL,Birgitta,Mme,SOC,Socialiste,14496,"  39,59","  20,66",non,02802,39.59,20.66
