CodCirc2,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,index,LibCirElec,NbSap,CodReg,CodDpt,Elu2,Elu1
33001,1,CAZENAVE,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),31768,"43,20","30,00",OUI,3301,33,75,384.0,1ère circonscription,1,75,33,OUI,
33002,4,THIERRY,Nicolas,M.,UG,Union de la gauche,27920,"59,01","37,65",OUI,3302,33,75,385.0,2ème circonscription,1,75,33,OUI,
33003,9,PRUD'HOMME,Loïc,M.,UG,Union de la gauche,32525,"53,84","35,48",OUI,3303,33,75,386.0,3ème circonscription,1,75,33,OUI,
33004,3,DAVID,Alain,M.,UG,Union de la gauche,37141,"61,48","37,22",OUI,3304,33,75,387.0,4ème circonscription,1,75,33,OUI,
33005,5,GOT,Pascale,Mme,UG,Union de la gauche,40665,"50,63","33,04",OUI,3305,33,75,388.0,5ème circonscription,1,75,33,OUI,
33006,7,RECALDE,Marie,Mme,UG,Union de la gauche,31079,"39,78","28,50",OUI,3306,33,75,389.0,6ème circonscription,1,75,33,OUI,
33007,3,SAINT-PASTEUR,Sébastien,M.,UG,Union de la gauche,24810,"43,82","30,75",OUI,3307,33,75,390.0,7ème circonscription,1,75,33,OUI,
33008,6,PANONACLE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),46756,"56,41","38,46",OUI,3308,33,75,391.0,8ème circonscription,1,75,33,OUI,
33009,1,METTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),40190,"56,99","38,69",OUI,3309,33,75,392.0,9ème circonscription,1,75,33,OUI,
33010,2,BOUDIÉ,Florent,M.,ENS,Ensemble ! (Majorité présidentielle),28960,"52,17","34,63",OUI,3310,33,75,393.0,10ème circonscription,1,75,33,OUI,
33011,2,DIAZ,Edwige,Mme,RN,Rassemblement National,34590,"53,33","34,59",OUI,3311,33,75,,11ème circonscription,1,75,33,,OUI
33012,3,FELD,Mathilde,Mme,UG,Union de la gauche,28474,"50,41","31,94",OUI,3312,33,75,395.0,12ème circonscription,1,75,33,OUI,
34001,3,ROUMEGAS,Jean-Louis,M.,UG,Union de la gauche,31864,"55,19","34,87",OUI,3401,34,76,444.0,1ère circonscription,1,76,34,OUI,
34002,5,OZIOL,Nathalie,Mme,UG,Union de la gauche,24707,"58,22","36,75",OUI,3402,34,76,,2ème circonscription,1,76,34,,OUI
34003,2,DOMBRE-COSTE,Fanny,Mme,UG,Union de la gauche,36860,"58,29","39,19",OUI,3403,34,76,446.0,3ème circonscription,1,76,34,OUI,
34004,1,BOUQUIN,Manon,Mme,RN,Rassemblement National,40186,"50,49","33,37",OUI,3404,34,76,447.0,4ème circonscription,1,76,34,OUI,
34005,5,GALZY,Stéphanie,Mme,RN,Rassemblement National,36171,"55,36","36,16",OUI,3405,34,76,448.0,5ème circonscription,1,76,34,OUI,
34006,4,GABARRON,Julien,M.,RN,Rassemblement National,29288,"47,26","30,83",OUI,3406,34,76,449.0,6ème circonscription,1,76,34,OUI,
34007,2,LOPEZ-LIGUORI,Aurélien,M.,RN,Rassemblement National,37495,"51,66","33,94",OUI,3407,34,76,,7ème circonscription,1,76,34,,OUI
34008,2,CARRIERE,Sylvain,M.,UG,Union de la gauche,29841,"50,33","31,19",OUI,3408,34,76,451.0,8ème circonscription,1,76,34,OUI,
34009,9,ALLONCLE,Charles,M.,UXD,Union de l'extrême droite,28433,"51,90","31,36",OUI,3409,34,76,452.0,9ème circonscription,1,76,34,OUI,
35001,1,MESMEUR,Marie,Mme,UG,Union de la gauche,30190,"45,66","31,99",OUI,3501,35,53,355.0,1ère circonscription,1,53,35,OUI,
35002,5,LAHAIS,Tristan,M.,UG,Union de la gauche,32489,"43,65","32,52",OUI,3502,35,53,356.0,2ème circonscription,1,53,35,OUI,
35003,4,ROUAUX,Claudia,Mme,UG,Union de la gauche,27165,"40,49","29,09",OUI,3503,35,53,357.0,3ème circonscription,1,53,35,OUI,
35004,4,HIGNET,Mathilde,Mme,UG,Union de la gauche,36195,"57,57","37,04",OUI,3504,35,53,358.0,4ème circonscription,1,53,35,OUI,
35005,4,LE NABOUR,Christine,Mme,ENS,Ensemble ! (Majorité présidentielle),50267,"67,72","45,03",OUI,3505,35,53,359.0,5ème circonscription,1,53,35,OUI,
35006,5,BENOIT,Thierry,M.,ENS,Ensemble ! (Majorité présidentielle),40987,"66,50","45,21",OUI,3506,35,53,360.0,6ème circonscription,1,53,35,OUI,
35007,2,BOURGEAUX,Jean-Luc,M.,DVD,Divers droite,50058,"69,14","46,94",OUI,3507,35,53,361.0,7ème circonscription,1,53,35,OUI,
35008,2,BOULOUX,Mickaël,M.,UG,Union de la gauche,36029,"52,84","39,18",OUI,3508,35,53,,8ème circonscription,1,53,35,,OUI
36001,4,JOLIVET,François,M.,HOR,Horizons,27060,"55,51","35,10",OUI,3601,36,24,142.0,1ère circonscription,1,24,36,OUI,
36002,4,FORISSIER,Nicolas,M.,LR,Les Républicains,30497,"52,89","34,90",OUI,3602,36,24,143.0,2ème circonscription,1,24,36,OUI,
37001,6,FOURNIER,Charles,M.,UG,Union de la gauche,23624,"57,91","32,82",OUI,3701,37,24,144.0,1ère circonscription,1,24,37,OUI,
37002,1,LABARONNE,Daniel,M.,ENS,Ensemble ! (Majorité présidentielle),37343,"59,99","40,09",OUI,3702,37,24,145.0,2ème circonscription,1,24,37,OUI,
37003,2,ALFANDARI,Henri,M.,ENS,Ensemble ! (Majorité présidentielle),41028,"62,24","41,26",OUI,3703,37,24,146.0,3ème circonscription,1,24,37,OUI,
37004,4,BAUMEL,Laurent,M.,UG,Union de la gauche,33180,"57,41","35,78",OUI,3704,37,24,147.0,4ème circonscription,1,24,37,OUI,
37005,6,THILLAYE,Sabine,Mme,ENS,Ensemble ! (Majorité présidentielle),34741,"59,27","39,62",OUI,3705,37,24,148.0,5ème circonscription,1,24,37,OUI,
38001,4,PREVOST,Hugo,M.,UG,Union de la gauche,26438,"42,35","31,49",OUI,3801,38,84,484.0,1ère circonscription,1,84,38,OUI,
38002,1,CHATELAIN,Cyrielle,Mme,UG,Union de la gauche,30855,"62,07","38,94",OUI,3802,38,84,485.0,2ème circonscription,1,84,38,OUI,
38003,3,MARTIN,Élisa,Mme,UG,Union de la gauche,24837,"69,61","43,18",OUI,3803,38,84,486.0,3ème circonscription,1,84,38,OUI,
38004,6,BATTISTEL,Marie-Noëlle,Mme,UG,Union de la gauche,37148,"59,92","40,11",OUI,3804,38,84,487.0,4ème circonscription,1,84,38,OUI,
38005,1,IORDANOFF,Jérémie,M.,UG,Union de la gauche,43281,"59,95","40,46",OUI,3805,38,84,488.0,5ème circonscription,1,84,38,OUI,
38006,2,JOLLY,Alexis,M.,RN,Rassemblement National,34116,"62,16","37,46",OUI,3806,38,84,489.0,6ème circonscription,1,84,38,OUI,
38007,5,NEUDER,Yannick,M.,LR,Les Républicains,36434,"54,33","37,55",OUI,3807,38,84,490.0,7ème circonscription,1,84,38,OUI,
38008,4,MANSOURI,Hanane,Mme,UXD,Union de l'extrême droite,28995,"54,10","34,99",OUI,3808,38,84,491.0,8ème circonscription,1,84,38,OUI,
38009,8,NOSBÉ,Sandrine,Mme,UG,Union de la gauche,33299,"52,63","32,86",OUI,3809,38,84,492.0,9ème circonscription,1,84,38,OUI,
38010,5,PEREZ,Thierry,M.,RN,Rassemblement National,33413,"55,40","33,61",OUI,3810,38,84,493.0,10ème circonscription,1,84,38,OUI,
39001,4,BRULEBOIS,Danielle,Mme,ENS,Ensemble ! (Majorité présidentielle),25097,"56,85","38,65",OUI,3901,39,27,168.0,1ère circonscription,1,27,39,OUI,
39002,6,DALLOZ,Marie-Christine,Mme,LR,Les Républicains,23359,"65,02","41,94",OUI,3902,39,27,169.0,2ème circonscription,1,27,39,OUI,
39003,3,GRUET,Justine,Mme,LR,Les Républicains,26822,"56,19","38,20",OUI,3903,39,27,170.0,3ème circonscription,1,27,39,OUI,
40001,4,DARRIEUSSECQ,Geneviève,Mme,ENS,Ensemble ! (Majorité présidentielle),41736,"56,78","38,05",OUI,4001,40,75,396.0,1ère circonscription,1,75,40,OUI,
40002,5,CAUSSE,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle),52064,"61,81","41,78",OUI,4002,40,75,397.0,2ème circonscription,1,75,40,OUI,
40003,3,VALLAUD,Boris,M.,UG,Union de la gauche,38537,"56,65","38,52",OUI,4003,40,75,398.0,3ème circonscription,1,75,40,OUI,
41001,3,FESNEAU,Marc,M.,ENS,Ensemble ! (Majorité présidentielle),32334,"60,20","39,06",OUI,4101,41,24,149.0,1ère circonscription,1,24,41,OUI,
41002,7,CHUDEAU,Roger,M.,RN,Rassemblement National,27188,"52,24","33,86",OUI,4102,41,24,150.0,2ème circonscription,1,24,41,OUI,
41003,1,MARION,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),30055,"54,72","37,08",OUI,4103,41,24,151.0,3ème circonscription,1,24,41,OUI,
42001,6,COURBON,Pierrick,M.,UG,Union de la gauche,24032,"60,39","37,56",OUI,4201,42,84,494.0,1ère circonscription,1,84,42,OUI,
42002,6,TAURINYA,Andrée,Mme,UG,Union de la gauche,15584,"48,73","30,61",OUI,4202,42,84,495.0,2ème circonscription,1,84,42,OUI,
42003,1,MANDON,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),30634,"55,46","36,28",OUI,4203,42,84,496.0,3ème circonscription,1,84,42,OUI,
42004,1,BONNET,Sylvie,Mme,LR,Les Républicains,38420,"55,42","36,73",OUI,4204,42,84,497.0,4ème circonscription,1,84,42,OUI,
42005,5,VERMOREL-MARQUES,Antoine,M.,LR,Les Républicains,36613,"51,11","36,03",OUI,4205,42,84,498.0,5ème circonscription,1,84,42,OUI,
42006,2,TAITE,Jean-Pierre,M.,LR,Les Républicains,42621,"55,17","38,10",OUI,4206,42,84,499.0,6ème circonscription,1,84,42,OUI,
43001,5,WAUQUIEZ,Laurent,M.,LR,Les Républicains,42828,"61,61","41,70",OUI,4301,43,84,500.0,1ère circonscription,1,84,43,OUI,
43002,1,VIGIER,Jean-Pierre,M.,LR,Les Républicains,34628,"64,53","43,62",OUI,4302,43,84,501.0,2ème circonscription,1,84,43,OUI,
44001,5,BENBRAHIM,Karim,M.,UG,Union de la gauche,24963,"46,16","32,27",OUI,4401,44,52,312.0,1ère circonscription,1,52,44,OUI,
44002,6,KERBRAT,Andy,M.,UG,Union de la gauche,34341,"51,67","37,52",OUI,4402,44,52,,2ème circonscription,1,52,44,,OUI
44003,4,AMIOT,Ségolène,Mme,UG,Union de la gauche,32216,"50,13","33,07",OUI,4403,44,52,314.0,3ème circonscription,1,52,44,OUI,
44004,7,LAERNOES,Julie,Mme,UG,Union de la gauche,34265,"53,40","36,74",OUI,4404,44,52,315.0,4ème circonscription,1,52,44,OUI,
44005,1,ROUSSEL,Fabrice,M.,UG,Union de la gauche,36774,"39,91","28,73",OUI,4405,44,52,316.0,5ème circonscription,1,52,44,OUI,
44006,5,RAUX,Jean-Claude,M.,UG,Union de la gauche,32186,"40,06","27,43",OUI,4406,44,52,317.0,6ème circonscription,1,52,44,OUI,
44007,3,JOSSO,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle),48531,"59,95","40,80",OUI,4407,44,52,318.0,7ème circonscription,1,52,44,OUI,
44008,6,TAVEL,Matthias,M.,UG,Union de la gauche,32922,"61,68","36,11",OUI,4408,44,52,319.0,8ème circonscription,1,52,44,OUI,
44009,3,BRARD,Jean-Michel,M.,DVD,Divers droite,56024,"62,86","42,23",OUI,4409,44,52,320.0,9ème circonscription,1,52,44,OUI,
44010,4,ERRANTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),38983,"42,94","30,85",OUI,4410,44,52,321.0,10ème circonscription,1,52,44,OUI,
45001,6,RIST,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle),34909,"67,68","44,59",OUI,4501,45,24,152.0,1ère circonscription,1,24,45,OUI,
45002,5,DUPLESSY,Emmanuel,M.,UG,Union de la gauche,29934,"56,15","33,78",OUI,4502,45,24,153.0,2ème circonscription,1,24,45,OUI,
45003,1,DE PÉLICHY,Constance,Mme,DVD,Divers droite,23863,"51,11","33,87",OUI,4503,45,24,154.0,3ème circonscription,1,24,45,OUI,
45004,7,MÉNAGÉ,Thomas,M.,RN,Rassemblement National,26947,"62,59","36,36",OUI,4504,45,24,155.0,4ème circonscription,1,24,45,OUI,
45005,5,BROSSE,Anthony,M.,ENS,Ensemble ! (Majorité présidentielle),23999,"50,70","32,61",OUI,4505,45,24,156.0,5ème circonscription,1,24,45,OUI,
45006,1,RAMOS,Richard,M.,ENS,Ensemble ! (Majorité présidentielle),31737,"63,31","41,70",OUI,4506,45,24,157.0,6ème circonscription,1,24,45,OUI,
46001,2,PRADIÉ,Aurélien,M.,LR,Les Républicains,28049,"53,78","38,40",OUI,4601,46,76,453.0,1ère circonscription,1,76,46,OUI,
46002,2,PROENÇA,Christophe,M.,UG,Union de la gauche,22373,"46,83","33,73",OUI,4602,46,76,454.0,2ème circonscription,1,76,46,OUI,
47001,5,LAUZZANA,Michel,M.,ENS,Ensemble ! (Majorité présidentielle),30952,"52,32","34,95",OUI,4701,47,75,399.0,1ère circonscription,1,75,47,OUI,
47002,3,LAPORTE,Hélène,Mme,RN,Rassemblement National,28203,"57,20","36,64",OUI,4702,47,75,400.0,2ème circonscription,1,75,47,OUI,
47003,2,LEPERS,Guillaume,M.,DVD,Divers droite,27689,"54,13","36,54",OUI,4703,47,75,401.0,3ème circonscription,1,75,47,OUI,
48001,5,PANTEL,Sophie,Mme,UG,Union de la gauche,19091,"43,37","31,95",OUI,4801,48,76,455.0,1ère circonscription,1,76,48,OUI,
49001,1,GERNIGON,François,M.,ENS,Ensemble ! (Majorité présidentielle),24719,"40,54","27,87",OUI,4901,49,52,322.0,1ère circonscription,1,52,49,OUI,
49002,5,DUPONT,Stella,Mme,ENS,Ensemble ! (Majorité présidentielle),30214,"45,89","31,60",OUI,4902,49,52,323.0,2ème circonscription,1,52,49,OUI,
49003,2,BLIN,Anne-Laure,Mme,LR,Les Républicains,26768,"57,17","36,78",OUI,4903,49,52,324.0,3ème circonscription,1,52,49,OUI,
49004,5,SAINT-PAUL,Laëtitia,Mme,ENS,Ensemble ! (Majorité présidentielle),30476,"60,03","40,03",OUI,4904,49,52,325.0,4ème circonscription,1,52,49,OUI,
49005,3,MASSEGLIA,Denis,M.,ENS,Ensemble ! (Majorité présidentielle),33204,"65,63","41,44",OUI,4905,49,52,326.0,5ème circonscription,1,52,49,OUI,
49006,5,DUBRE CHIRAT,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle),43226,"66,32","43,37",OUI,4906,49,52,327.0,6ème circonscription,1,52,49,OUI,
49007,5,BOLO,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),24319,"41,73","28,78",OUI,4907,49,52,328.0,7ème circonscription,1,52,49,OUI,
50001,4,GOSSELIN,Philippe,M.,DVD,Divers droite,36531,"63,45","42,12",OUI,5001,50,28,196.0,1ère circonscription,1,28,50,OUI,
50002,2,SORRE,Bertrand,M.,ENS,Ensemble ! (Majorité présidentielle),40472,"62,90","41,82",OUI,5002,50,28,197.0,2ème circonscription,1,28,50,OUI,
50003,7,TRAVERT,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),43784,"58,67","39,41",OUI,5003,50,28,198.0,3ème circonscription,1,28,50,OUI,
50004,6,PIC,Anna,Mme,UG,Union de la gauche,32748,"59,64","36,93",OUI,5004,50,28,199.0,4ème circonscription,1,28,50,OUI,
51001,1,ALBERTINI,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),27419,"60,15","36,36",OUI,5101,51,44,269.0,1ère circonscription,1,44,51,OUI,
51002,7,MILLER,Laure,Mme,ENS,Ensemble ! (Majorité présidentielle),27511,"58,08","36,86",OUI,5102,51,44,270.0,2ème circonscription,1,44,51,OUI,
51003,5,MICHELET,Maxime,M.,UXD,Union de l'extrême droite,25257,"50,88","32,18",OUI,5103,51,44,271.0,3ème circonscription,1,44,51,OUI,
51004,5,MAGNIER,Lise,Mme,ENS,Ensemble ! (Majorité présidentielle),25550,"52,22","32,80",OUI,5104,51,44,272.0,4ème circonscription,1,44,51,OUI,
51005,4,DE COURSON,Charles,M.,DVC,Divers centre,26391,"50,42","34,92",OUI,5105,51,44,273.0,5ème circonscription,1,44,51,OUI,
52001,4,BENTZ,Christophe,M.,RN,Rassemblement National,23772,"53,90","34,37",OUI,5201,52,44,274.0,1ère circonscription,1,44,52,OUI,
52002,4,ROBERT-DEHAULT,Laurence,Mme,RN,Rassemblement National,21009,"56,82","35,58",OUI,5202,52,44,,2ème circonscription,1,44,52,,OUI
53001,1,GAROT,Guillaume,M.,UG,Union de la gauche,31428,"67,56","42,36",OUI,5301,53,52,329.0,1ère circonscription,1,52,53,OUI,
53002,6,BANNIER,Géraldine,Mme,ENS,Ensemble ! (Majorité présidentielle),33257,"63,98","41,68",OUI,5302,53,52,330.0,2ème circonscription,1,52,53,OUI,
53003,3,FAVENNEC,Yannick,M.,HOR,Horizons,31379,"68,90","43,18",OUI,5303,53,52,331.0,3ème circonscription,1,52,53,OUI,
54001,1,MERCIER,Estelle,Mme,UG,Union de la gauche,32531,"63,96","39,07",OUI,5401,54,44,276.0,1ère circonscription,1,44,54,OUI,
54002,5,HABLOT,Stéphane,M.,UG,Union de la gauche,20588,"45,17","30,31",OUI,5402,54,44,277.0,2ème circonscription,1,44,54,OUI,
54003,2,WEBER,Frédéric,M.,RN,Rassemblement National,23252,"53,63","28,94",OUI,5403,54,44,278.0,3ème circonscription,1,44,54,OUI,
54004,5,BAZIN,Thibault,M.,LR,Les Républicains,33130,"52,30","34,36",OUI,5404,54,44,279.0,4ème circonscription,1,44,54,OUI,
54005,2,POTIER,Dominique,M.,UG,Union de la gauche,28073,"54,73","35,67",OUI,5405,54,44,280.0,5ème circonscription,1,44,54,OUI,
54006,5,BOULOGNE,Anthony,M.,RN,Rassemblement National,28024,"54,64","32,00",OUI,5406,54,44,281.0,6ème circonscription,1,44,54,OUI,
55001,6,AMBLARD,Maxime,M.,RN,Rassemblement National,25417,"50,50","33,93",OUI,5501,55,44,282.0,1ère circonscription,1,44,55,OUI,
55002,1,GOULET,Florence,Mme,RN,Rassemblement National,19011,"50,63","32,10",OUI,5502,55,44,,2ème circonscription,1,44,55,,OUI
56001,7,LE HÉNANFF,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),57609,"71,65","49,84",OUI,5601,56,53,363.0,1ère circonscription,1,53,56,OUI,
56002,4,PAHUN,Jimmy,M.,ENS,Ensemble ! (Majorité présidentielle),52138,"65,44","45,84",OUI,5602,56,53,364.0,2ème circonscription,1,53,56,OUI,
56003,5,LE PEIH,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle),37776,"57,56","38,49",OUI,5603,56,53,365.0,3ème circonscription,1,53,56,OUI,
56004,4,MOLAC,Paul,M.,REG,Régionaliste,51799,"65,12","45,58",OUI,5604,56,53,366.0,4ème circonscription,1,53,56,OUI,
56005,2,GIRARD,Damien,M.,UG,Union de la gauche,21760,"38,88","26,92",OUI,5605,56,53,367.0,5ème circonscription,1,53,56,OUI,
56006,1,JACQUES,Jean-Michel,M.,ENS,Ensemble ! (Majorité présidentielle),37983,"59,98","40,48",OUI,5606,56,53,368.0,6ème circonscription,1,53,56,OUI,
57001,2,BELHADDAD,Belkhir,M.,ENS,Ensemble ! (Majorité présidentielle),31517,"55,70","33,54",OUI,5701,57,44,284.0,1ère circonscription,1,44,57,OUI,
57002,3,MENDES,Ludovic,M.,ENS,Ensemble ! (Majorité présidentielle),27875,"57,65","36,29",OUI,5702,57,44,285.0,2ème circonscription,1,44,57,OUI,
57003,4,COLIN-OESTERLÉ,Nathalie,Mme,UDI,Union des Démocrates et Indépendants,29657,"61,78","38,99",OUI,5703,57,44,286.0,3ème circonscription,1,44,57,OUI,
57004,6,DI FILIPPO,Fabien,M.,LR,Les Républicains,29287,"54,83","36,25",OUI,5704,57,44,287.0,4ème circonscription,1,44,57,OUI,
57005,4,JENFT,Pascal,M.,RN,Rassemblement National,23584,"52,64","32,71",OUI,5705,57,44,288.0,5ème circonscription,1,44,57,OUI,
57006,3,PFEFFER,Kévin,M.,RN,Rassemblement National,18575,"50,90","27,98",OUI,5706,57,44,,6ème circonscription,1,44,57,,OUI
57007,5,LOUBET,Alexandre,M.,RN,Rassemblement National,28528,"53,33","31,97",OUI,5707,57,44,,7ème circonscription,1,44,57,,OUI
57008,3,JACOBELLI,Laurent,M.,RN,Rassemblement National,26435,"54,41","28,93",OUI,5708,57,44,291.0,8ème circonscription,1,44,57,OUI,
57009,4,RAUCH,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),37070,"58,13","36,80",OUI,5709,57,44,292.0,9ème circonscription,1,44,57,OUI,
58001,2,GOULET,Perrine,Mme,ENS,Ensemble ! (Majorité présidentielle),24627,"53,67","33,34",OUI,5801,58,27,171.0,1ère circonscription,1,27,58,OUI,
58002,6,GUIBERT,Julien,M.,RN,Rassemblement National,27522,"54,82","34,94",OUI,5802,58,27,172.0,2ème circonscription,1,27,58,OUI,
59001,14,LE COQ,Aurélien,M.,UG,Union de la gauche,27116,"75,49","43,94",OUI,5901,59,32,218.0,1ère circonscription,1,32,59,OUI,
59002,1,BERNALICIS,Ugo,M.,UG,Union de la gauche,29571,"53,20","33,84",OUI,5902,59,32,219.0,2ème circonscription,1,32,59,OUI,
59003,1,DELANNOY,Sandra,Mme,RN,Rassemblement National,26874,"50,82","29,33",OUI,5903,59,32,,3ème circonscription,1,32,59,,OUI
59004,3,LISO,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),27461,"40,17","26,96",OUI,5904,59,32,221.0,4ème circonscription,1,32,59,OUI,
59005,5,HUYGHE,Sébastien,M.,DVD,Divers droite,37411,"56,65","36,57",OUI,5905,59,32,222.0,5ème circonscription,1,32,59,OUI,
59006,3,PARMENTIER-LECOCQ,Charlotte,Mme,ENS,Ensemble ! (Majorité présidentielle),39467,"60,31","41,52",OUI,5906,59,32,223.0,6ème circonscription,1,32,59,OUI,
59007,1,GERARD,Félicie,Mme,HOR,Horizons,18612,"39,53","25,34",OUI,5907,59,32,224.0,7ème circonscription,1,32,59,OUI,
59008,2,GUIRAUD,David,M.,UG,Union de la gauche,22081,"64,32","32,02",OUI,5908,59,32,225.0,8ème circonscription,1,32,59,OUI,
59009,3,SPILLEBOUT,Violette,Mme,ENS,Ensemble ! (Majorité présidentielle),27081,"45,10","29,41",OUI,5909,59,32,226.0,9ème circonscription,1,32,59,OUI,
59010,5,DARMANIN,Gérald,M.,ENS,Ensemble ! (Majorité présidentielle),28603,"61,37","34,37",OUI,5910,59,32,227.0,10ème circonscription,1,32,59,OUI,
59011,4,VICOT,Roger,M.,UG,Union de la gauche,33740,"61,25","36,19",OUI,5911,59,32,228.0,11ème circonscription,1,32,59,OUI,
59012,4,TAVERNE,Michael,M.,RN,Rassemblement National,31567,"54,74","33,92",OUI,5912,59,32,,12ème circonscription,1,32,59,,OUI
